id;name;rating;reviews;;;
ChIJy44bVAN9uRQR-nRMoVBv0o0;BEHİÇ;4,2;['Coffee shop with no coffee in the morning, sorry sandwich shop', 'güzell', 'A nice and spacious place'];;;
ChIJ8TxVmCZ9uRQR8nECmZDM7Ek;Being Coffee;4,4;"[""The atmosphere of the place is very good. It makes people feel peaceful. One of the rare, quiet cafes in Bornova. I really liked the freshly made gingerbread cookies. I've had the chance to try their carrot cake before. It was very fresh and delicious. It became my favorite place from now on."", 'A cafe where my friends and I really enjoy their coffees and desserts. It has a friendly environment where we can study and chat comfortably, and it has very frequent promotions. The employees are also very sweet :)', 'A very nice cafe that is affordable, delicious and not crowded compared to other places around the big park. It also attracts attention with its atmosphere of taking a PC/tablet and going to work. Instead of going to the overcrowded and exorbitantly priced places around, I definitely recommend giving this place a try.', 'A quiet environment in Bornova where you can relax, study and also have food, dessert and coffee. The environment is very nice.', 'The interior was very nice and friendly, we were very pleased.']";;;
ChIJS8HEOPJ9uRQR7_1Su6u-WuM;Berlin Coffee Shop Bornova;4,5;"['Coffee has no flavor. I believe it was cheap Coffee beans. Tiramisu was not bad. Price is cheap.', ""I recently went for a movie night. We had a very sloppy night at the place we went to. It was written that we had to be there before 9. We went at 8:45 and waited for the event area to be prepared. The event started at 9:15, not at 9. In the area where the movie would be watched, except for a sofa and two chairs, there were bean bags. There was a very inadequate seating area. Since I was wearing a skirt, I had no idea that there would be puffs on the floor. By chance, I found a seat on the loveseat. During the movie, notifications about the computer being out of battery kept popping up. We fixed it on the computer, then the computer's battery ran out completely and the movie was closed in the middle. We had to go downstairs and notify the business. The people at the business had to come and check if everything was okay. Since the window of the upper floor we were on was open, it was quite cold inside. On the day of the movie night, there was a birth downstairs. Even though the sound of the movie was loud, I did not enjoy the movie because we constantly heard the sounds of birthday celebrations, laughter and shouting. There were a lot of people who came with us for the first time and they were very dissatisfied with the environment and the situation. After opening the movie and holding two Popcorns in our hands, we were left there. Of course, I didn't have high expectations for the affordable price as a movie watching environment, but the conditions were really disturbing. I thought I would like it and recommend it to my friends. But I definitely do not recommend it."", 'The drinks and desserts were very successful, and the plate prepared for the golden day was also very delicious and satisfying. However, the business is very sloppy, many details regarding cleaning are ignored.', 'Tatlış is a small cafe on the side of the road, its atmosphere with its cats is very nice. The price is affordable and the taste is very good. I recommend you to stop by to relieve the tiredness of the night.', ""A small, sweet place. Their coffees are delicious ✨ the coffees were around 60 TL and the desserts looked delicious too. I'll definitely try it next time. They have daily campaigns, follow them on Instagram and go accordingly 🙃""]";;;
ChIJbbfafS99uRQRJooi2wIPhS8;Berna Cafe;4,5;"['There is nothing like strong tea after a meal, but I can say that there is no better tea than this cafe.', ""Great friendly comments, I think it's very nice, full family atmosphere."", 'Nice, humble, humble people, their menemen are very good, I recommend them']";;;
ChIJIUlNZyp9uRQR9mKpvr5g428;Berry Coffee Company Bornova;3,5;"['Cafe Bri is one of the best cafes in Izmir, featuring a pleasant and modern ambiance for enjoying your leisure time. Its delicious drinks and desserts are among its top highlights. When visiting Izmir, stopping by this cafe is highly recommended.\n\nThe cafe is located in the Bornova neighborhood of Izmir, a very charming area. Trying the Love Bri dessert is highly recommended.', 'The taste of the chocolate products were pretty good but the chocolate drink was the worst ever', ""We came to this cafe by a recommendation of a friend, the deserts are very nice, the coffee is good, staff were friendly, but it's not a comfortable place in cold weather, also make sure to understand where to park, as it is very difficult to find parking."", 'their desserts were stale and not very tasty, too crowded on a Monday and too loud inside.', '❤️❤️❤️']";;;
ChIJwTXZ3kl9uRQRZOK8DJYBHH4;Billionaire Roses;4,1;"['While walking around with my boat, we saw it and sat down.\n\nThe cafe has a nice name and a beautiful garden. The seating groups outside are interesting, as you can sit side by side.\n\nThe staff is good and kind.\nWe ordered filter coffee and it was soft and not bitter, just as I wanted.\n\nIt is better to sit here to chat than the noisy places of Bornova.\n\nI will come again.', ""The coffee flower concept is a very nice idea, however, all the arrangements were almost the same. As someone who worked in a florist, these were the flowers that we did not use in bouquets and threw aside. We went out of curiosity but we don't plan on going again."", ""It is a place where smoking is allowed indoors, the only plus is that they give you flowers like this when you want them with your coffee. Unfortunately, their coffee was not delicious either. I don't think I will come back again."", ""The attitude of the employees is not nice at all. Even though I wasn't occupying the next table, they took me away from my friend and made me sit across from her. Moreover, the chairs are very uncomfortable. Nobody wants to sit in a place where they are not comfortable again. It doesn't happen this way."", ""It's a place I've been to before. When we saw the posts about flowers in boxes lately, we thought it was a very clever way of selling and decided to go there with my friend. A very sweet young lady welcomed us at the door with an elegant flower in her ear. We chose the flower box we wanted and waited for our coffee to be served to our table. We liked the service and our coffee. We ladies love such little gifts in the service.""]";;;
ChIJdcBT02p9uRQRk6bR_vG2SQw;Bolivia Coffee - KüçükPark;5;['Nice cafe, friendly staff..\nTheir coffee is excellent', 'The taste of the dessert and coffee was amazing, and the prices are really surprising for such a quality service. I recommend it to everyone.', 'A service beyond perfection :) A warm environment :) The best coffee is drunk in Bolivia..', 'The coffees are delicious, I recommend them to everyone.', 'Mr. Uğur was very friendly, thank you :)'];;;
ChIJLcHnR159uRQRmFC1zzCm1fA;Bonó Coffee Bakery;4,6;"['Be it the delicious food, the friendliness of the staff, especially the cocktails, they are legendary🥰 the only address to be loved \U0001fa77', 'I loved the design of the place and its light colours, it has a friendly atmosphere. Their coffee and desserts are delicious. I think the prices are also reasonable. Recommendation.', ""I couldn't understand why their Berliners were praised so much. It was oily and the chocolates weren't very tasty."", 'A nice cafe for students. Affordable prices. Sweets according to taste 50 for 50.\nUnfortunately, the coffee was brought to us in a dirty mug. I hope they will pay more attention to it next time.\nProblems with the toilet (lavabo). Formally, it exists, but the door does not close. You can see the cash register and employees from the room.', 'A friendly place with delicious tastes 💯']";;;
ChIJ_31bRS99uRQRoAt5_vtPQtM;Borbeen Coffee;4;['I went to this Café to try the famous dessert “Cake Been”. It is soo so delicious!! If you’re in İzmir- Küçükpark, you have to try it!', 'Best coffee in Bornova. The prices was really cheap according to the others coffee chain stores. The personnel were really kind. The dessert was amazing.', 'Number 1 coffee place. Cute modern concept. Coffee prices are really reasonable.', 'Cakebeen is very delicious 👌🏻', 'Perfect'];;;
ChIJJzclqcx9uRQR0sI1QUYH6kg;Bornova Coffy;4,5;['I was pleasantly surprised by this cafe, the coffee was better than I expected and so was the cakes, and the prices are reusable.', 'super...', 'The place we always go. The employees are friendly and the orders are complete. Also, the prices are really affordable. Their coffees are also enjoyable, the ones without syrup are better.', 'It is quite successful in terms of price and performance. They provide quality at affordable prices with good campaigns. Bornova branch is smaller than other branches, but this adds sincerity. In terms of hygiene, it is quite good. Congratulations. I already recommend it.', 'The cafe we \u200b\u200bvisit almost every day. Affordable service. Desserts and sandwiches are also nice. A truly student-friendly place.'];;;
ChIJ7YDYaS99uRQRedw6srQI8e4;Brew Mood Coffee & Tea;3,8;['Cool , relaxing lovefull ….', 'Loved the cozy vibe', 'Nice', 'Overrated', 'Mood'];;;
ChIJA89cZr99uRQRGiYJHbYwvZQ;Buckin Coffee Bornova;4,3;"[""I recently visited Buckin Coffee Bornova, and it was such a lovely experience!\n\nThe atmosphere is warm and cozy, making it the perfect spot to relax. I tried their berry cream, and wow, it was absolutely delicious! I couldn't resist grabbing a fresh croissant too—so flaky and buttery!\n\nThe staff was super friendly; they made me feel right at home. Especially Mrs. Melisa. If you're looking for a great place to enjoy some coffee and treats, I definitely recommend!"", 'it was very nice', 'It is an environment that I love very much, I come here with pleasure, but the products in the cupboard affect human health.\nI bought a cake, it is a product that is kept in the refrigerator all the time.\nIt was stated that the products were fresh, but the product arrived moldy as you know.\nThis is a huge problem for such a company.', 'The coffee is delicious, the staff is friendly and attentive. The reason why I deducted 1 point is because their Internet network, hotspot and 1mbit speed are extremely low. Not suitable for remote workers', ""The quality of their coffee is excellent. While the americanos I've had at other places are like water, the presence of espresso can be felt in the americanos of this place. On top of that, their employees are very caring, kind and friendly. 10/10 Venue ""]";;;
ChIJEdiY3SV9uRQRhLYPqeSP11I;Bukalemoon;3,8;"['A good looking restaurant with good garden view. However, the service is ""too"" long and the quality of the food is so so. Can have a better quality in the same price range elsewhere. It\'s still good for meeting around a cup of tea.', 'You can relax with your friends while playing some board games. Drinks plenty', ""Big Cafe it's suitable when your friend group is bigger than 5 people"", 'I like ❤', ""It is an expensive place, tea costs 50 liras, it is not suitable for a student place, it does not have a cafe environment or service to sit in. Sometimes we have to go to Küçükparki because it is one of the few places to play games, well, that's it.""]";;;
ChIJ95iZDi99uRQRhL6P0RAWGx0;Cafe 13m2;4,5;"['A nice cafe with very kind and caring staff. We went for the live lesson. They even turned off the music for us and served tea.', ""It's a very stylish place. It's in a beautiful location. It has a very elite and delicious menu and very affordable prices. The managers are very friendly and have a warm atmosphere. I recommend you to try the sinitzel with basil sauce.😉"", 'The chicken pancake was amazing, the service was fast and the staff was friendly, what more could you ask for?', 'One of the hidden treasures of Küçükpark. Very friendly, very clean, and most importantly, the food is very delicious!', ""It's an amazing place. The hookah is great, the staff is friendly. Prices are very good. This is the best and most convenient place in Küçükpark.""]";;;
ChIJ_TCNqcV9uRQRYqiSIRqbO3s;CAFE ADALİSA;4,7;['We went to the mixed breakfast and the breakfast variety was very nice, their attention was great, we were very pleased, I recommend it.', 'The owner is very sweet and caring. The place is a sweet and beautiful place. Prices are affordable. I recommend', 'The environment and business owners are very sweet people. We were very pleased. Prices are affordable. We recommend👌🏻', 'It feels like a warm home, making its guests feel at home. Amazing taste and sauces are worth trying, the team is excellent. You will definitely become a regular...🧿🍀', 'The best hamburger I have ever eaten in my life, homemade, natural, delicious\nIt is definitely recommended'];;;
ChIJpVcGLCF9uRQRI7hEtBj91Lg;Cafe Bahane;4,3;"['You will spend your days in perfect peace, in a friendly environment where you can have wonderful conversations, and your fortune telling is wonderful.', 'The cafe is friendly and warm. Especially pink hn. No one can say anything better about fortune telling. Above all, he is well-intentioned and sincere. I recommended it to my friends and they were very pleased.\nI recommend.', 'The owner and his teammates were very friendly and warm-hearted people. Everything was served hot and quickly. Moreover, fortune teller Pembe Hanım impressed me and my friends immensely. THANK YOU VERY MUCH TO EVERYONE WHO CONTRIBUTED. HOPE TO SEE YOU AGAIN AS SOON AS POSSIBLE 🙏☺️', 'Quiet, friendly staff', 'Dear business owner, what is that lipstick stain on the coffee cup that came to the table? Where is customer satisfaction? Is this how you offer service to your customers? Shame, shame...\n""I\'m not a person who wears dark lipstick, I\'m writing this note so that you don\'t praise yourself by writing things like \'it\'s your lipstick, ma\'am\'.""']";;;
ChIJV0QqDC99uRQR2l08RJ8Q5-k;Cafe Deyim;4,1;"['Nice place. End good Nargile made', ""I have a slight memory of his name.\nI called the friend. The incident went like this:\n-Where are you? I'm here.\n-Cafe Deyim.\n-I know you are in a cafe, which cafe?\n-Cafe Deyim.\n-And what's its name?\n-The name of the cafe is Deyim."", 'Very good shisha, my husband and I were very satisfied, we got a fruit plate, everything was top notch, service, price, performance!', 'One of the best places to go, affordable prices and very nice staff.', 'Quality fast service clean. The employees are very good.']";;;
ChIJzQIahEp9uRQRG80hOSKwnp4;Cafe Friendzone 3rd Wave Coffee & Roastery;4,4;['They use nice and quality beans, smiling and polite service a professional gentleman makes the coffee, price performance is definitely good.', 'Friendly place with fresh coffee. And great  music indeed!', 'Best coffee shop in town', 'fiyatlar bir öğrenci için hafiften tuzlu olsa da kahvesi oldukça lezzetliydi, içerisi ferah ve havadardı. özellikle dikkatimi çeken şey ise tuvaletlerinin çok temiz ve özenli olmasıydı bu özellik resmen modumu yükseltti umarım aynı özeni göstermeye devam ederler. ayrıca mekanda çalan şarkılar ortama uygun, kaliteli şarkılar kesinlikle öneririm', 'There are coffee shops everywhere, but there are options here that you cannot find anywhere else, be sure to ask for options that suit your taste👍'];;;
ChIJcQKDmCZ9uRQRHfDDzMdj-RI;Cafe Jazzy;4,6;"['Nice an cozy place. Good option for tea and coffee.', ""It's one of oldest coffee shop in Bornova; almost every local people knows Jazzy :)"", 'nice', 'It\'s a place you shouldn\'t go to because of the woman who doesn\'t come and clean the sugar bowls even though they are broken and spilled all over our table, and she approaches with an ugly approach like ""do you like playing with sugar bowls so much?"" A person who has no idea about the service industry reduces the energy of the place. I\'ve been going there for years and it\'s not nice. What do you say instead of thinking about closing the sugar bowls properly and cleaning the clogged sugars?', ""Oldschool place :) Boutique and quality place for years :) I'm 47 years old, I've never had tea or coffee in another place in Bornova, our preciousmisssss :) long live :) Ekrem, Başak and Taha are legends anyway :) If it were up to me, I would hang their photos at the entrance of the big park :)""]";;;
ChIJh1pMQi99uRQRzx7HFfc6j-U;Cafe Karayel;3,6;"[""It's a good preference for hanging out with friends, generally students come"", ""There is one waiter with glasses at the entrance. The employee is crazy. He thinks that his customers will never go there. Their service is decreasing. It's a disgraceful place. I don't think of going there anymore. If possible, none of you should go either."", ""The establishment doesn't care about the customers, I got tripped by the waiter for drinking tea at the place I go to all the time, and my friend got punched by the waiter on the way out. If you are going to go here, think twice, there are cafes ten times better next to this, go sit in a smart cafe."", ""The inside smells like the cigarette smoke of uncles over the age of 60. I swear, if we removed the uncles' mustaches, there would be enough tobacco to supply the country's thermal power plant energy resources. The tea is also of poor quality, and they also bring it dirty."", 'They took 185 TL from the 112 TL account and returned the change. The cashier dismissed him saying that you could split the bill between you later. We thank you for this disgraceful service and hope to never see you again.']";;;
ChIJeQxiT_J9uRQRKiyAx1s-4_s;Cafe Marsyas;4,6;"[""It's okay"", 'Müthisssss', ""It's the only place I prefer to stay when I come to Bornova. So why?\nThe coffees are very enjoyable, delicious and also economical, they have a few types of desserts and some cold sandwiches and they are also successful. Also, the garden is quiet and full of books. And the antique adds more color to the atmosphere. The employees are very sweet."", 'In general, it is a nice business, but you should not go with the expectation of a book cafe, the prices are not reasonable and the price is low in terms of performance, there is price inflating for such situations in places where it is not very big and the majority of people sit at least once. Looking at the menu is the right move :)', 'It was very good, I went there to study, we sat for 4-5 hours, I bought hot chocolate, I paid 120, the employees were friendly, the environment inside felt very safe, there were antiques, it was not too noisy in general, it was just cold inside, we were a little cold, take your shawl, come.']";;;
ChIJA8RbiiZ9uRQRYjwkKXp8YHs;Cafe Portakal;4;"[""Loved it, friendly service, tables are far apart so you don't hear other people etc. Soft music."", 'Unfortunately, the service took very long, our order (one lemonade and one milkshake) was wrong and the milkshake did not taste anything like strawberry.\nThe place was also very loud and everyone was smoking. I will not come back.', 'One of the best ambiance for cafe in izmir', ""I know this Cafe for about 17 years. It's old but an ordinary cafe. Very moderate with a few kinds of meal, snacks and bakery products."", 'Awful food and terrible service ..its also dirty ...so sad as it xould be a nice family place to eat']";;;
ChIJqyfQxiZ9uRQRrKe373iwm_Y;Cafe Rezine;4,6;"[""Title: Café Rezine: A Taste of King Jesus Christ's Love\n\nCafé Rezine isn't just a place to enjoy delicious treats; it's a space where the love of King Jesus Christ is palpable. With every sip and bite, guests are invited to experience His grace and compassion.\n\nThe warm atmosphere and friendly service reflect His commandment to love one another (John 13:34), while the quality ingredients mirror the beauty of His creation (Genesis 1:31). In every interaction, His presence is felt, reminding us of His promise to never leave us nor forsake us (Hebrews 13:5).\n\nAs you indulge in the delights of Café Rezine, may you taste and see that the Lord is good (Psalm 34:8). Let this be more than just a culinary experience; let it be a moment of encountering the love and grace of our Savior, King Jesus Christ."", 'Wonderful and cozy cafe with very nice employees. I recommend trying the lemon cheesecake. If you want to enjoy a relaxed and homely atmosphere, definitely visit :)', 'Been there couple of years ago. Have tried kreme rezine and since I’m from Slovenia, it tasted like I was in Bled (small town in Slovenia). Excellent!!', 'A decent place with very cute owners. They make their own breads for the their toasts, which is a nice detail...', 'Very calm place so you can joy speaking with your friends.\nCoffees need more improvement']";;;
ChIJu3P1YTTXuxQR5-qxIcaZOOk;CAFE SİS;4,3;"['To be honest, the food was delicious, but the portions are small.', ""their karpatka was delicious. San Sebastian was not bad. We bought a package because we couldn't find parking."", 'We saw it on Instagram and came here.\n\nPositive aspects;\n- It has a sweet atmosphere.\n- The desserts taste good.\n- Friendly welcome.\n\nAreas open to improvement:\n- The place is small, the chairs are uncomfortable and very crowded.\n- Dessert portions are relatively small.\n- There was more ice in the coffee than coffee.\n\nI saw their campaign on social media and went there to try it, but there is no information stating that their campaign is over.\n\nAs a result, I can describe it as a price-performance venue that I will rarely go to.', ""A clean, simple and beautiful place.  The employees are friendly.  We tried San Sebastian. It was very delicious. My humble advice to the business is to reduce the size of the San Sebastian portion a little. It is definitely too much for one person as it is a bit of a dense dessert and consumed with chocolate sauce. Overall, it's a place I can recommend. I'm thinking of trying karpatka next time."", 'We went with an advertisement given by a gourmet on the internet, I still can\'t forget how they rejected what they did, we never came again, I brought my friends that day, Sebastian was wrong, we didn\'t even tell him, you took him away from me before I finished. I even gave it 1 so that my comment would be seen more. I would like to briefly explain the incident as follows. I wanted to order it for dessert by asking if the cold coffee campaign is still going on, he said yes, I don\'t know if it has a filter, I told him that the coffee in question is American, he didn\'t tell me that this is invalid, out of campaign, ma\'am, okay.\nMy friends may not want to say that they bought dessert with the filter. There was a difference in the account, it was more than what was supposed to be kept, when I asked, he said that he bought my coffee for an extra fee. When I said I gave it to you by asking, he didn\'t care and made a face. I mean, I had to pay separately for dessert and coffee, anyway, this is not important. 2. I said, \'Can I have it?\' Everyone in the cafe bought their second glass, but I was told that only the 2nd and 3rd cups could be purchased in the filter. I was told that they charge a separate fee for mine and they don\'t give me more like the others. I said okay to that, it\'s its own rules. Then I decided to take the gift filter that Sebastian had with him. He said ""You didn\'t buy it anymore"" and his gift was destroyed because he bought it with money. This rule seems strange to me, you are the owner anyway, I am dealing with you directly, it is like a written norm, it says no right now. However, I paid the same amount of money as everyone else, could such nonsense even be possible, my face looks like I entered illegally from outside, I am your customer living there, we thought we would come every week because it is close to our house, I hope your customers will treat you the same way you treat them, and they will be shocked like me. Not responding to your behavior is not considered polite.']";;;
ChIJk-ErS2p9uRQRR1Amn2dBMXk;Cairo Coffee Roastery Bornova;3,7;"['In Izmir Bornova ⏱️ ""The Place of Unforgettable Moments Enriched with Desserts, Where the Mystical Air of Ancient Egypt and Modern Coffee Tastes Meet"" 🚩 We are at Cairo Coffee Roastery 🏛 Our Preferences are Keops ☕🌽🥛🌽☕ (Popcorn, Espresso and Milk) El Cairo ☕🍊🥥🍊☕ (Orange, Coconut, Espresso and Milk) Pistachio Cheesecake 🥧 Cairo Dream Chocolate 🍫 Mini Damla & Gluten-Free Cookies 🍪 and Lotus Tart 🥮 And We Want To Start The Pleasant Minutes With Bon Appetit 🥮🥥🥧🍊🍪', ""We ordered Turkish coffee, the cup that came had not one but two huge lipstick marks on it, pink. I think the staff didn't realize how disgusting and sick this situation was, so we returned it. As for the other fiasco, the filter coffee cup is also extremely dirty, the inside looks like it hasn't been washed and there are grounds from the previous drink. I will add photos."", 'The concept, taste, relevance and friendliness of the employees are excellent! You should definitely try the coconut latte. I could taste the coconut flavor in the coffee I drank for the first time and it was very light. Each of the desserts is wonderful, most importantly, light and balanced. Thank you also for hosting fe pawis on these cold days. Congratulations and we wish you continued success 🌸😻', ""It's a very middle ground. It was nicely decorated, but the coffees were not good :( I don't think it was worth paying 360₺ for 2 coffees. We were curious, so we went, but we won't go again."", ""It's a joke, I thought the price included a glass, but they didn't. We paid so much money, we can provide the service, at least if we didn't feel sick, the prices are a little salty, the tea is a little carbonated, be aware, when ordering, don't forget to ask if hospital expenses are included in the price.""]";;;
